iter	RMSE
366	12.71881128
367	12.71553329
368	12.71186086
369	12.70841572
370	12.70492683
371	12.7016357
372	12.69816133
373	12.69498811
374	12.69141678
375	12.68792484
376	12.68423583
377	12.68081266
378	12.67790045
379	12.67429594
380	12.67095998
381	12.66745627
382	12.66407997
383	12.66064387
384	12.65715033
385	12.65363056
386	12.65015376
387	12.64678344
388	12.64357597
389	12.64029239
390	12.63692602
391	12.63357092
392	12.63047462
393	12.62719745
394	12.62394745
395	12.62080804
396	12.61818189
397	12.61504395
398	12.6122106
399	12.60901512
400	12.60589961
401	12.60303487
402	12.60001443
403	12.59712326
404	12.5941153
405	12.59094557
406	12.58790004
407	12.58461947
408	12.58168251
409	12.57864615
410	12.575514
411	12.57276403
412	12.56970457
413	12.56673955
414	12.56403514
415	12.56124634
416	12.55843155
417	12.55571002
418	12.55265938
419	12.54986085
420	12.54697192
421	12.54413179
422	12.54137489
423	12.53849141
424	12.53604603
425	12.53319656
426	12.53045091
427	12.52778463
428	12.52510842
429	12.52251682
430	12.51981893
431	12.51693986
432	12.51419886
433	12.51162143
434	12.50910333
435	12.506386
436	12.5039164
437	12.50132905
438	12.49846075
439	12.49585303
440	12.49332658
441	12.49069437
442	12.48829765
443	12.48588291
444	12.48363368
445	12.48123455
446	12.4786815
447	12.47635474
448	12.47416458
449	12.47167233
450	12.46913236
451	12.46656624
452	12.46399847
453	12.46187786
454	12.45943047
455	12.45678105
456	12.4540425
457	12.45163364
458	12.44931874
459	12.44682265
460	12.4444343
461	12.44207077
462	12.43992945
463	12.43760558
464	12.43506278
465	12.43287439
466	12.4304055
467	12.42825509
468	12.42598443
469	12.42387857
470	12.42161852
471	12.41946767
472	12.4173928
473	12.41513695
474	12.41304883
475	12.4110576
476	12.40873846
477	12.40639999
478	12.4042786
479	12.40204287
480	12.39979867
481	12.39760556
482	12.39581293
483	12.39382512
484	12.39156679
485	12.38937689
486	12.387231
487	12.38511503
488	12.38295111
489	12.3808215
490	12.37856576
491	12.37632554
492	12.37430317
493	12.37235125
494	12.36991795
495	12.36769286
496	12.36550102
497	12.36348923
498	12.36150632
499	12.35943762
500	12.35729182
501	12.35520118
502	12.35298478
503	12.35097495
504	12.3489715
505	12.34700912
506	12.34491035
507	12.34277174
508	12.34090055
509	12.33885991
510	12.33663073
511	12.33469348
512	12.33279235
513	12.33079806
514	12.32870431
515	12.32675034
516	12.32467668
517	12.32265755
518	12.32070447
519	12.31871812
520	12.3167118
521	12.3147067
522	12.3128877
523	12.31096015
524	12.30898744
525	12.30717224
526	12.30505219
527	12.30342717
528	12.30144207
529	12.29928295
530	12.29735556
531	12.29560624
532	12.29389479
533	12.2918892
534	12.28986131
535	12.28821769
536	12.28628478
537	12.2841868
538	12.2824945
539	12.28085899
540	12.27910544
541	12.27729419
542	12.27571824
543	12.27410894
544	12.27232153
545	12.27078329
546	12.26911775
547	12.26742094
548	12.26560402
549	12.26387019
550	12.26226194
551	12.26050892
552	12.25891095
553	12.2573727
554	12.2559356
555	12.25403043
556	12.25226834
557	12.25093693
558	12.2492507
559	12.24753837
560	12.24585924
561	12.24418735
562	12.24246215
563	12.24076222
564	12.23895907
565	12.23725675
566	12.23538421
567	12.23367084
568	12.23192769
569	12.23055224
570	12.22896075
571	12.22738229
572	12.22584559
573	12.22431706
574	12.22299048
575	12.22134718
576	12.21986283
577	12.21826211
578	12.21662017
579	12.21497007
580	12.21328548
581	12.21181038
582	12.21018999
583	12.20880907
584	12.20723965
585	12.20591254
586	12.20458725
587	12.20332088
588	12.20203775
589	12.20043839
590	12.1987532
591	12.19729352
592	12.1959818
593	12.19463696
594	12.19310413
595	12.19163942
596	12.19007707
597	12.18838383
598	12.1869987
599	12.18567035
600	12.1840099
601	12.1826083
602	12.18099953
603	12.1795527
604	12.17832638
605	12.17681792
606	12.17540698
607	12.17387561
608	12.17243836
609	12.17109934
610	12.16970071
611	12.16831871
612	12.16708191
613	12.16557889
614	12.16417238
615	12.16269136
616	12.16139011
617	12.15984504
618	12.15865279
619	12.15730552
620	12.15594089
621	12.15462631
622	12.15352125
623	12.15208897
624	12.15078496
625	12.14954805
626	12.14808162
627	12.14662197
628	12.14532316
629	12.14390285
630	12.14255056
631	12.14111457
632	12.13988431
633	12.13852289
634	12.13705581
635	12.13576023
636	12.13444108
637	12.1330079
638	12.13179655
639	12.13032596
640	12.12916781
641	12.12807228
642	12.12675776
643	12.12553728
644	12.12435946
645	12.12316455
646	12.12205042
647	12.12098423
648	12.11998009
649	12.11863331
650	12.11717948
651	12.11616257
652	12.11491152
653	12.11384768
654	12.11254938
655	12.11141965
656	12.11020304
657	12.10895114
658	12.10790671
659	12.10655099
660	12.10514852
661	12.10381827
662	12.10281179
663	12.10162331
664	12.10049036
665	12.09911831
666	12.09789357
667	12.09664875
668	12.09540869
669	12.09420077
670	12.09305006
671	12.09201573
672	12.09075992
673	12.08965125
674	12.08839667
675	12.0873582
676	12.0862327
677	12.08516821
678	12.08421968
679	12.08322229
680	12.08216884
681	12.08103982
682	12.07993311
683	12.07865177
684	12.07767139
685	12.07636285
686	12.07533265
687	12.07422965
688	12.07302456
689	12.07183996
690	12.07074789
691	12.0696851
692	12.06844896
693	12.06744478
694	12.06641401
695	12.06517767
696	12.06418005
697	12.06306935
698	12.06208874
699	12.06107921
700	12.05990854
701	12.05873317
702	12.05776712
703	12.056653
704	12.05575589
705	12.05482513
706	12.05390631
707	12.05290314
708	12.05179171
709	12.05074417
710	12.04970496
711	12.04881523
712	12.04786874
713	12.04679394
714	12.0458007
715	12.04486319
716	12.04388546
717	12.04295671
718	12.04207118
719	12.04094771
720	12.03990024
721	12.03876297
722	12.03784493
723	12.03687654
724	12.036005
725	12.03516007
726	12.03411977
727	12.03326901
728	12.03232544
729	12.03122878
730	12.03024506
731	12.02910045
732	12.0280994
733	12.02715802
734	12.0260474
735	12.02508153
736	12.02424133
737	12.02335251
738	12.02230921
739	12.02129094
740	12.02022395
741	12.01929732
742	12.01838866
743	12.01731034
744	12.01639987
745	12.01543712
746	12.01443823
747	12.01352177
748	12.01242951
749	12.01146536
750	12.01033621
751	12.00940001
752	12.00844367
753	12.00761832
754	12.00668087
755	12.00588428
756	12.00496327
757	12.00414983
758	12.00329806
759	12.00236871
760	12.00164655
761	12.00090664
762	12.00002547
763	11.99910831
764	11.99837659
765	11.99765544
766	11.99666791
767	11.99577571
768	11.99500727
769	11.9940934
770	11.9932378
771	11.99230489
772	11.99147604
773	11.99060568
774	11.98982096
775	11.98914439
776	11.98834267
777	11.98754077
778	11.98656338
779	11.98573862
780	11.98501113
781	11.98406609
782	11.98330987
783	11.98244807
784	11.98173514
785	11.98088919
786	11.98021803
787	11.97928606
788	11.97831768
789	11.97757333
790	11.9767199
791	11.97600793
792	11.97513027
793	11.97433581
794	11.97368223
795	11.97295354
796	11.97210998
797	11.97116821
798	11.9704083
799	11.96962777
800	11.96891237
801	11.96813021
802	11.96726008
803	11.9665563
804	11.96584202
805	11.96507704
806	11.96414864
807	11.96337086
808	11.9625385
809	11.96171787
810	11.96092956
811	11.96003158
812	11.95932693
813	11.95861486
814	11.95767719
815	11.95705576
816	11.95628707
817	11.95532831
818	11.95436071
819	11.95343518
820	11.95277059
821	11.951928
822	11.9512526
823	11.95048718
824	11.94982796
825	11.94908371
826	11.94838795
827	11.94777522
828	11.94719625
829	11.94649574
830	11.94572747
831	11.94508251
832	11.94435297
833	11.94366512
834	11.94280715
835	11.9419225
836	11.94109573
837	11.94044697
838	11.93976214
839	11.93908354
840	11.93840046
841	11.93765413
842	11.93675117
843	11.93606226
844	11.93522651
845	11.93449496
846	11.93383094
847	11.93311054
848	11.93236139
849	11.93167062
850	11.93098752
851	11.93033275
852	11.92951263
853	11.92882403
854	11.92813647
855	11.92752234
856	11.92665625
857	11.92597489
858	11.92528991
859	11.92456273
860	11.92388435
861	11.92309686
862	11.9223726
863	11.92171497
864	11.92105856
865	11.9204102
866	11.91983861
867	11.91928466
868	11.91864642
869	11.9179336
870	11.91715323
871	11.9163514
872	11.91573259
873	11.91496463
874	11.91425738
875	11.91362016
876	11.91284899
877	11.91221054
878	11.91161292
879	11.91093802
880	11.91026347
881	11.90957944
882	11.90901918
883	11.90845623
884	11.90784294
885	11.90737368
886	11.90685216
887	11.90625797
888	11.90566379
889	11.90506525
890	11.90446355
891	11.90381639
892	11.90374274
893	11.90307114
894	11.90240924
895	11.90170029
896	11.9011249
897	11.90053589
898	11.89991096
899	11.899826
900	11.89909422
901	11.89835935
902	11.89801718
903	11.89733808
904	11.89663835
905	11.8957988
906	11.8953151
907	11.89465733
908	11.89410242
909	11.89362821
910	11.89307275
911	11.89243826
912	11.891888
913	11.89135216
914	11.89064201
915	11.88994605
916	11.8891437
917	11.88852698
918	11.8878479
919	11.88706792
920	11.88676766
921	11.88604992
922	11.8854641
923	11.88493548
924	11.88439982
925	11.88384101
926	11.88323818
927	11.88272544
928	11.88209448
929	11.88143442
930	11.88104741
931	11.88052533
932	11.87989713
933	11.87944395
934	11.87889797
935	11.87839454
936	11.87767204
937	11.87699112
938	11.87651044
939	11.87610787
940	11.87547685
941	11.87489857
942	11.87421347
943	11.87368795
944	11.87311136
945	11.87272095
946	11.87207999
947	11.87144662
948	11.87061278
949	11.86989196
950	11.86923895
951	11.86875292
952	11.86813018
953	11.86764722
954	11.86760694
955	11.86704476
956	11.86650502
957	11.86593054
958	11.86531037
959	11.86469702
960	11.86408982
961	11.86351654
962	11.86301608
963	11.86235507
964	11.86169845
965	11.86134279
966	11.86081494
967	11.86046671
968	11.86007867
969	11.85956459
970	11.85902303
971	11.8584601
972	11.85781847
973	11.85714604
974	11.85662843
975	11.8564009
976	11.85582844
977	11.85523612
978	11.85471752
979	11.85417865
980	11.85361656
981	11.85309158
982	11.85256802
983	11.85247125
984	11.85188995
985	11.85151467
986	11.85095324
987	11.8504534
988	11.84989061
989	11.84919638
990	11.84870177
991	11.84812927
992	11.84777597
993	11.84725781
994	11.84670184
995	11.84627825
996	11.8457619
997	11.8451153
998	11.84469879
999	11.84421412
1000	11.84370717
1001	11.84313977
1002	11.84280994
1003	11.84247471
1004	11.84192404
1005	11.84124792
1006	11.84074011
1007	11.84030485
1008	11.83978814
1009	11.8392307
1010	11.83876967
1011	11.83823373
1012	11.83786075
1013	11.83726914
1014	11.83700719
1015	11.83650971
1016	11.83605662
1017	11.83544407
1018	11.83495276
1019	11.83434388
1020	11.83396285
1021	11.83366438
1022	11.83319483
1023	11.83268872
1024	11.83239536
1025	11.83198554
1026	11.83146519
1027	11.83097187
1028	11.83066515
1029	11.8301789
1030	11.82992799
1031	11.82952022
1032	11.82908042
1033	11.82859197
1034	11.82816103
1035	11.82775721
1036	11.82723213
1037	11.8268665
1038	11.82647892
1039	11.82596603
1040	11.82547015
1041	11.82493847
1042	11.82476823
1043	11.8240875
1044	11.8235881
1045	11.82324463
1046	11.82268228
1047	11.82206842
1048	11.82157897
1049	11.82148407
1050	11.82104642
1051	11.82093185
1052	11.82071357
1053	11.82015864
1054	11.8199254
1055	11.81945997
1056	11.81903896
1057	11.81900485
1058	11.81889209
1059	11.81878566
1060	11.81819737
1061	11.81802716
1062	11.81767786
1063	11.8176383
1064	11.81729197
1065	11.81684317
1066	11.81651803
1067	11.8163685
1068	11.8159712
1069	11.8155138
1070	11.81500523
1071	11.81464702
1072	11.81454722
1073	11.81410158
1074	11.81361989
1075	11.81327704
1076	11.81314151
1077	11.81256166
1078	11.81210831
1079	11.81168957
1080	11.81124999
1081	11.81093029
1082	11.81044527
1083	11.8101527
1084	11.81005173
1085	11.80989391
1086	11.8094674
1087	11.80938496
1088	11.80886543
1089	11.808475
1090	11.80798037
1091	11.8076172
1092	11.80722457
1093	11.80675892
1094	11.80659697
1095	11.80614637
1096	11.80603908
1097	11.8057575
1098	11.80537914
1099	11.80485106
1100	11.80438787
1101	11.80399883
1102	11.80388346
1103	11.80348457
1104	11.80299728
1105	11.80274449
1106	11.80264796
1107	11.80227978
1108	11.80177624
1109	11.8012841
1110	11.80104291
1111	11.8007124
1112	11.80015526
1113	11.80002984
1114	11.79980509
1115	11.7993679
1116	11.7990896
1117	11.79868118
1118	11.79822806
1119	11.79774907
1120	11.79724701
1121	11.7969861
1122	11.79649119
1123	11.79618925
1124	11.79609475
1125	11.79576738
1126	11.79542791
1127	11.79488065
1128	11.79458945
1129	11.79446531
1130	11.79402865
1131	11.79375853
1132	11.79351434
1133	11.79341907
1134	11.7931457
1135	11.7926444
1136	11.79221103
1137	11.79183624
1138	11.79163237
1139	11.7911455
1140	11.79102291
1141	11.79075757
1142	11.79030427
1143	11.79022859
1144	11.78996243
1145	11.78956235
1146	11.78923789
1147	11.78883276
1148	11.78878074
1149	11.78860202
1150	11.788395
1151	11.78786686
1152	11.7874784
1153	11.78713382
1154	11.78690902
1155	11.78681572
1156	11.78659173
1157	11.78626738
1158	11.78622653
1159	11.78618371
1160	11.78575583
1161	11.78569129
1162	11.78517838
1163	11.78497246
1164	11.78434689
1165	11.78386562
1166	11.78375582
1167	11.78370085
1168	11.78347084
1169	11.78297925
1170	11.78252529
1171	11.78231183
1172	11.78227665
1173	11.78189984
1174	11.78156725
1175	11.78111344
1176	11.78076707
1177	11.78070298
1178	11.78052793
1179	11.78001528
1180	11.77953733
1181	11.77904556
1182	11.77899622
1183	11.77862923
1184	11.77812337
1185	11.77769277
1186	11.77726285
1187	11.77687049
1188	11.77668975
1189	11.77661185
1190	11.77614408
1191	11.77595261
1192	11.77555633
1193	11.77531495
1194	11.7749603
1195	11.77464099
1196	11.77444904
1197	11.77407188
1198	11.7739316
1199	11.77388535
1200	11.77370706
1201	11.77318062
1202	11.77292433
1203	11.77244975
1204	11.77191417
1205	11.77144819
1206	11.77099578
1207	11.77060588
1208	11.77055049
1209	11.77035836
1210	11.77017439
1211	11.76964791
1212	11.76931527
1213	11.76905071
1214	11.76893976
1215	11.7686644
1216	11.76839431
1217	11.76789809
1218	11.76765436
1219	11.76728909
1220	11.766916
1221	11.76655943
1222	11.76628444
1223	11.76617736
1224	11.76592993
1225	11.7658866
1226	11.76564276
1227	11.7653319
1228	11.76507711
1229	11.76503698
1230	11.76451731
1231	11.76427575
1232	11.76414936
1233	11.76406917
1234	11.76384777
1235	11.76359221
1236	11.76353281
1237	11.76339665
1238	11.7633146
1239	11.76323275
1240	11.76315251
1241	11.76311297
1242	11.76294743
1243	11.76284659
1244	11.76260213
1245	11.76243693
1246	11.76192613
1247	11.76155876
1248	11.76104141
1249	11.76093394
1250	11.76060536
1251	11.76005366
1252	11.75972979
1253	11.75961166
1254	11.75948068
1255	11.75897217
1256	11.7589182
1257	11.75865036
1258	11.75851319
1259	11.75844688
1260	11.75791056
1261	11.7574223
1262	11.75730956
1263	11.7572244
1264	11.75685803
1265	11.75679757
1266	11.75676718
1267	11.75661413
1268	11.75611783
1269	11.75585289
1270	11.75548337
1271	11.7551169
1272	11.75492635
1273	11.75436806
1274	11.75393234
1275	11.753248
1276	11.75294686
1277	11.75279462
1278	11.75257014
1279	11.75224455
1280	11.75186873
1281	11.75145057
1282	11.75122705
1283	11.75110039
1284	11.75065946
1285	11.75032964
1286	11.74972204
1287	11.74967979
1288	11.74919119
1289	11.74879938
1290	11.74839987
1291	11.74821199
1292	11.7480394
1293	11.74760985
1294	11.7475607
1295	11.74721622
1296	11.7468033
1297	11.74665192
1298	11.74663474
1299	11.74629304
1300	11.74593622
1301	11.74562303
1302	11.74542631
1303	11.745239
1304	11.74521061
1305	11.74468262
1306	11.74436697
1307	11.74403709
1308	11.74388337
1309	11.74380808
1310	11.74348068
1311	11.74298587
1312	11.74286143
1313	11.7424964
1314	11.74239516
1315	11.74216078
1316	11.74187963
1317	11.74184165
1318	11.74157705
1319	11.74150931
1320	11.74116596
1321	11.74070159
1322	11.74018267
1323	11.73976223
1324	11.7396929
1325	11.73942104
1326	11.73927099
1327	11.73914328
1328	11.73872614
1329	11.7387013
1330	11.73857429
1331	11.73827058
1332	11.73787664
1333	11.73769439
1334	11.73757743
1335	11.73723821
1336	11.73666169
1337	11.73656164
1338	11.73653344
1339	11.73638585
1340	11.73629686
1341	11.73611271
1342	11.73589315
1343	11.73557557
1344	11.73543047
1345	11.73533089
1346	11.73490645
1347	11.73484061
1348	11.73458499
1349	11.73428631
1350	11.73417343
1351	11.73412105
1352	11.73383502
1353	11.73330731
1354	11.73299691
1355	11.73260308
1356	11.73224744
1357	11.73219842
1358	11.73214828
1359	11.73192724
1360	11.73158652
1361	11.73141396
1362	11.73136862
1363	11.73121661
1364	11.73118488
1365	11.73111182
1366	11.7310359
1367	11.73061945
1368	11.73026311
1369	11.73013554
1370	11.73009905
1371	11.73006194
1372	11.72974352
1373	11.72940937
1374	11.72933516
1375	11.72890767
1376	11.72849461
1377	11.72832402
1378	11.72797195
1379	11.72783559
1380	11.727512
1381	11.72739456
1382	11.72713878
1383	11.7265555
1384	11.72628823
1385	11.72593033
1386	11.72582086
1387	11.72560947
1388	11.72521779
1389	11.72511715
1390	11.72496741
1391	11.72461323
1392	11.72444294
1393	11.72408393
1394	11.72383031
1395	11.7233203
1396	11.72324001
1397	11.7228292
1398	11.72267327
1399	11.72260496
1400	11.7223364
1401	11.72227226
1402	11.72206372
1403	11.72192281
1404	11.72187779
1405	11.721435
1406	11.72126636
1407	11.72089834
1408	11.7208659
1409	11.72077084
1410	11.72025684
1411	11.71995339
1412	11.71973124
1413	11.71962169
1414	11.71935525
1415	11.71905432
1416	11.7186947
1417	11.71848434
1418	11.71824325
1419	11.71776364
1420	11.71768137
1421	11.71716952
1422	11.7171442
1423	11.71695024
1424	11.71674235
1425	11.71642883
1426	11.71592301
1427	11.71586876
1428	11.71581416
1429	11.71544446
1430	11.71527865
1431	11.71502099
1432	11.71468177
1433	11.71464455
1434	11.714278
1435	11.71410517
1436	11.71365584
1437	11.71350607
1438	11.71342581
1439	11.71318454
1440	11.71296995
1441	11.71286276
1442	11.71247512
1443	11.71243302
1444	11.71238252
1445	11.71206659
1446	11.71203072
1447	11.71189777
1448	11.71159164
1449	11.71143469
1450	11.71130448
1451	11.71111679
1452	11.71102264
1453	11.71055981
1454	11.71026931
1455	11.71017031
1456	11.70953723
1457	11.70950252
1458	11.70941388
1459	11.70914585
1460	11.70873889
1461	11.70834053
1462	11.7082496
1463	11.7078453
1464	11.70730829
1465	11.70725175
1466	11.70692901
1467	11.70654208
1468	11.70649252
1469	11.706157
1470	11.70591762
1471	11.70571245
1472	11.70545879
1473	11.70524735
1474	11.70521361
1475	11.7050451
1476	11.70467335
1477	11.70454186
1478	11.70416233
1479	11.70383315
1480	11.70356745
1481	11.70343241
1482	11.70340231
1483	11.70327706
1484	11.70291921
1485	11.70249616
1486	11.70217119
1487	11.70198606
1488	11.70186354
1489	11.70183643
1490	11.70159197
1491	11.70133586
1492	11.70106946
1493	11.70088244
1494	11.70036751
1495	11.70009609
1496	11.70004724
1497	11.69993151
1498	11.69960878
1499	11.69955796
1500	11.69948571
1501	11.69917408
1502	11.69909554
1503	11.69871716
1504	11.69863205
1505	11.69856558
1506	11.6983506
1507	11.69829851
1508	11.69776403
1509	11.69762852
1510	11.69748091
1511	11.69716092
1512	11.69703444
1513	11.69693031
1514	11.69668058
1515	11.69665879
1516	11.69660463
1517	11.69622959
1518	11.6959366
1519	11.69559652
1520	11.69525893
1521	11.69515192
1522	11.69507659
1523	11.69458932
1524	11.69430794
1525	11.69415949
1526	11.69379014
1527	11.69345727
1528	11.69340991
1529	11.69307218
1530	11.69273164
1531	11.69269756
1532	11.6926497
1533	11.69221699
1534	11.69218684
1535	11.69192469
1536	11.69172754
1537	11.6913628
1538	11.6912112
1539	11.69113011
1540	11.6908819
1541	11.69085174
1542	11.6907266
1543	11.69036697
1544	11.69031003
1545	11.69010521
1546	11.68956932
1547	11.68918466
1548	11.68906323
1549	11.68850405
1550	11.68846997
1551	11.6881566
1552	11.68806995
1553	11.68788081
1554	11.68749863
1555	11.68722985
1556	11.68690288
1557	11.68669169
1558	11.68664272
1559	11.68647522
1560	11.6862628
1561	11.68619326
1562	11.68604819
1563	11.68572188
1564	11.68562186
1565	11.68522882
1566	11.68513417
1567	11.6850881
1568	11.68489727
1569	11.68463592
1570	11.68424751
1571	11.68411532
1572	11.68406264
1573	11.6837839
1574	11.68349483
1575	11.68316829
1576	11.68304713
1577	11.68302313
1578	11.68293862
1579	11.68282392
1580	11.68274689
1581	11.68258253
1582	11.68245433
1583	11.68233636
1584	11.68220139
1585	11.68200131
1586	11.68195806
1587	11.68187372
1588	11.68151904
1589	11.68144042
1590	11.68124144
1591	11.68105819
1592	11.68102831
1593	11.68073677
1594	11.68063098
1595	11.68060046
1596	11.68018226
1597	11.67971331
1598	11.67952296
1599	11.67923626
1600	11.67898511
1601	11.6788798
1602	11.67881819
1603	11.67869964
1604	11.67836987
1605	11.67834478
1606	11.67827039
1607	11.67803667
1608	11.67779801
1609	11.677511
1610	11.67724597
1611	11.67711485
1612	11.677029
1613	11.67698713
1614	11.67677756
1615	11.67646072
1616	11.67642151
1617	11.67626737
1618	11.67588578
1619	11.67556333
1620	11.67533795
1621	11.6752954
1622	11.67526667
1623	11.67498173
1624	11.67471164
1625	11.67447803
1626	11.67412563
1627	11.67408073
1628	11.67367268
1629	11.67338821
1630	11.67325933
1631	11.67313972
1632	11.67278385
1633	11.67234939
1634	11.67210513
1635	11.67180883
1636	11.67176331
1637	11.67144248
1638	11.67099454
1639	11.67087214
1640	11.67061548
1641	11.6704175
1642	11.67019255
1643	11.66979522
1644	11.66943692
1645	11.66939904
1646	11.66935657
1647	11.66897763
1648	11.66886564
1649	11.66855436
1650	11.66828465
1651	11.66823613
1652	11.66820257
1653	11.66815888
1654	11.66803402
1655	11.66759627
1656	11.66742029
1657	11.66723093
1658	11.66716763
1659	11.66712798
1660	11.66666769
1661	11.66634449
1662	11.66626055
1663	11.66595855
1664	11.66567868
1665	11.66556403
1666	11.66553632
