iter	Logloss
0	0.684279477
1	0.6754100185
2	0.6679139367
3	0.6601963633
4	0.6517340958
5	0.6473719745
6	0.6393177661
7	0.6315884968
8	0.6243417039
9	0.6188413495
10	0.611514035
11	0.6041999791
12	0.5971502539
13	0.5927887838
14	0.5858669313
15	0.5804369483
16	0.5740875343
17	0.5694003014
18	0.563047397
19	0.5593904087
20	0.5539087137
21	0.5497664079
22	0.5441494481
23	0.5381901678
24	0.5343821601
25	0.5288905144
26	0.5235999537
27	0.5183482696
28	0.5141401975
29	0.5097913927
30	0.5056740739
31	0.5017089097
32	0.4974965775
33	0.4932144349
34	0.4901868227
35	0.4866622408
36	0.4830120982
37	0.4793249747
38	0.4759380589
39	0.4724474447
40	0.4692159027
41	0.4653395288
42	0.4617411115
43	0.4586123906
44	0.456000309
45	0.4525710798
46	0.449339108
47	0.4458597574
48	0.4429681294
49	0.4395798846
50	0.4373639584
51	0.4351102517
52	0.432427683
53	0.4294914879
54	0.426671629
55	0.4237242356
56	0.4209481225
57	0.4178539741
58	0.415146342
59	0.4128724644
60	0.4109547835
61	0.4093070434
62	0.4069348891
63	0.4055673095
64	0.4037470407
65	0.4011433097
66	0.3994284124
67	0.3975630686
68	0.3955057171
69	0.3943658291
70	0.3927643245
71	0.3915900273
72	0.3896283008
73	0.3884369051
74	0.3870914877
75	0.385388865
76	0.3847682093
77	0.3828856461
78	0.3810319275
79	0.3801430038
80	0.3788773784
81	0.3781283193
82	0.3767574781
83	0.3749125642
84	0.3735090695
85	0.3719904139
86	0.3705426823
87	0.3694361633
88	0.3680589033
89	0.3675521399
90	0.3661279568
91	0.3653799688
92	0.3640807415
93	0.3625901996
94	0.3615654434
95	0.360786611
96	0.3599700378
97	0.3585207634
98	0.3570510328
99	0.3555117829
100	0.3541650674
101	0.3527185695
102	0.351608405
103	0.3506585103
104	0.3498017442
105	0.3490089904
106	0.3483221345
107	0.3471620723
108	0.346381197
109	0.3458548727
110	0.344511422
111	0.3438705456
112	0.3430658289
113	0.3423373458
114	0.3418331272
115	0.3410664596
116	0.3405222337
117	0.3395848794
118	0.3390319038
119	0.3382246515
120	0.3377596422
121	0.3368735879
122	0.3362928945
123	0.3357978448
124	0.335066366
125	0.3344428895
126	0.3336187668
127	0.3331279453
128	0.3326176891
129	0.3316425977
130	0.3310863443
131	0.3301952357
132	0.3297672507
133	0.3291526743
134	0.3285517579
135	0.3282329107
136	0.3275734568
137	0.3269105751
138	0.3264894461
139	0.3260381859
140	0.3251342957
141	0.3245266521
142	0.3238791047
143	0.3230926515
144	0.3226507384
145	0.3218804493
146	0.321193944
147	0.3207193649
148	0.3199518032
149	0.3193390105
150	0.3189342327
151	0.3182801633
152	0.3175375213
153	0.3167329565
154	0.3163350482
155	0.3159017289
156	0.3153728128
157	0.3147509042
158	0.3143035074
159	0.3139248503
160	0.31337235
161	0.3126986299
162	0.3119454666
163	0.3113702231
164	0.3110207074
165	0.3104994564
166	0.3101043354
167	0.3093329773
168	0.3088184156
169	0.3082365365
170	0.3077830147
171	0.3073765681
172	0.3070146458
173	0.3065565837
174	0.306158874
175	0.3053974457
176	0.3048853911
177	0.3046109617
178	0.3038844845
179	0.3035415791
180	0.3031846465
181	0.3027324893
182	0.3024116147
183	0.3020126868
184	0.3015967977
185	0.3012361074
186	0.3009031266
187	0.3004211915
188	0.2998231704
189	0.2994603841
190	0.2988987234
191	0.2984463916
192	0.2980834624
193	0.2975979617
194	0.2971037016
195	0.2968403557
196	0.2963488512
197	0.2959354469
198	0.2953152286
199	0.2949841801
200	0.294724691
201	0.2943257192
202	0.2940050214
203	0.2936007131
204	0.2933270558
205	0.2928825149
206	0.2926070739
207	0.2922583793
208	0.291869751
209	0.2915273107
210	0.2912169767
211	0.2908977663
212	0.2906539384
213	0.290321475
214	0.2899931685
215	0.2897130892
216	0.2893381908
217	0.2890305235
218	0.2885098109
219	0.2882221194
220	0.2879785933
221	0.2877402102
222	0.2872401387
223	0.2868593905
224	0.2863687406
225	0.286056384
226	0.2857816785
227	0.2853427426
228	0.2850817074
229	0.2848312763
230	0.2845242956
231	0.2841842254
232	0.2837845486
233	0.2834543865
234	0.2831656025
235	0.2828826858
236	0.2826128374
237	0.2822425089
238	0.2818551616
239	0.2815286872
240	0.2812350936
241	0.2809435515
242	0.2806628056
243	0.2803837806
244	0.2800012079
245	0.2796658351
246	0.2793615602
247	0.2789946215
248	0.2787623896
249	0.2784637662
250	0.2782510082
251	0.2779452379
252	0.2776762816
253	0.2773932886
254	0.2770778623
255	0.2767780201
256	0.276564261
257	0.2763585309
258	0.2761261446
259	0.2757718279
260	0.2755120114
261	0.2753041125
262	0.2750956551
263	0.2748492096
264	0.2744908803
