iter	RMSE
472	7.455737774
473	7.451714549
474	7.44204128
475	7.434712388
476	7.427899034
477	7.424295943
478	7.417718035
479	7.4096964
480	7.405246638
481	7.399514089
482	7.394139052
483	7.386132836
484	7.377885048
485	7.370543359
486	7.361628584
487	7.356806425
488	7.350370548
489	7.342923548
490	7.33250034
491	7.327769834
492	7.319708876
493	7.313712194
494	7.306774386
495	7.299675936
496	7.293451196
497	7.285276203
498	7.280159108
499	7.274193335
500	7.26703882
501	7.259133574
502	7.254363042
503	7.247635321
504	7.241202571
505	7.235886407
506	7.230048899
507	7.222719307
508	7.215180789
509	7.210698309
510	7.20359439
511	7.197552204
512	7.189598954
513	7.184492866
514	7.177726364
515	7.171537706
516	7.166084021
517	7.158469358
518	7.150650847
519	7.143917822
520	7.136080412
521	7.129921697
522	7.124811063
523	7.117685922
524	7.109716899
525	7.102982187
526	7.097157958
527	7.089329604
528	7.078650874
529	7.07184714
530	7.064626667
531	7.058792256
532	7.051740719
533	7.045062181
534	7.038108646
535	7.03227689
536	7.025718894
537	7.018575736
538	7.011190757
539	7.004972764
540	6.999210532
541	6.993213062
542	6.985536931
543	6.980382528
544	6.97450808
545	6.968862469
546	6.961217553
547	6.955576438
548	6.949229226
549	6.944535546
550	6.938935002
551	6.931319247
552	6.922505039
553	6.916962457
554	6.911748198
555	6.904986792
556	6.898982245
557	6.893032006
558	6.88835671
559	6.88085116
560	6.872916459
561	6.867789451
562	6.861285239
563	6.85346942
564	6.848167564
565	6.841661193
566	6.836951022
567	6.83177722
568	6.825904209
569	6.819853735
570	6.815532965
571	6.809647202
572	6.804811685
573	6.799214193
574	6.792658382
575	6.784656304
576	6.777043972
577	6.771890663
578	6.764828875
579	6.759447702
580	6.752650316
581	6.744730888
582	6.738411906
583	6.730386174
584	6.723659835
585	6.718801143
586	6.710610841
587	6.70475122
588	6.697724085
589	6.690806981
590	6.685552156
591	6.677945815
592	6.670603447
593	6.664826955
594	6.658266493
595	6.65348868
596	6.647285424
597	6.63831191
598	6.63289001
599	6.627288547
600	6.621259482
601	6.613862887
602	6.606930816
603	6.59859754
604	6.594207803
605	6.587940725
606	6.5817997
607	6.574865346
608	6.567633246
609	6.560622887
610	6.555987136
611	6.550766336
612	6.543254185
613	6.535369489
614	6.528489244
615	6.522633378
616	6.516171493
617	6.509187264
618	6.504409825
619	6.498183251
620	6.492847285
621	6.489008444
622	6.483602444
623	6.477605368
624	6.474781215
625	6.469245131
626	6.462768539
627	6.457825288
628	6.450761341
629	6.444488378
630	6.43841655
631	6.431718411
632	6.425313989
633	6.418801822
634	6.412933626
635	6.406000433
636	6.400490112
637	6.394980195
638	6.387379222
639	6.382490388
640	6.377282657
641	6.371184152
642	6.365827409
643	6.361589144
644	6.356486694
645	6.348337188
646	6.34278574
647	6.337324068
648	6.328668117
649	6.324553005
650	6.316080751
651	6.308985234
652	6.304620631
653	6.298728833
654	6.293274578
655	6.287426485
656	6.280559599
657	6.277249878
658	6.271645034
659	6.265081824
660	6.258564729
661	6.252059259
662	6.245822173
663	6.239971447
664	6.230345183
665	6.221309169
666	6.216859304
667	6.211926259
668	6.207320377
669	6.201459759
670	6.192078116
671	6.186064178
672	6.180931393
673	6.177984873
674	6.171993542
675	6.166379227
676	6.159469805
677	6.154308631
678	6.148391675
679	6.140528514
680	6.134753695
681	6.127397562
682	6.122392813
683	6.116310783
684	6.110343976
685	6.103142022
686	6.09685251
687	6.090578406
688	6.084315683
689	6.077110522
690	6.073020041
691	6.066748295
692	6.060066704
693	6.054023141
694	6.047195224
695	6.044734982
696	6.036049446
697	6.028853126
698	6.023218753
699	6.017364812
700	6.012118044
701	6.006841575
702	5.998523221
703	5.993939131
704	5.988618691
705	5.98428068
706	5.979452105
707	5.975038079
708	5.968165184
709	5.962353197
710	5.955116477
711	5.948827863
712	5.943729782
713	5.939759194
714	5.935029084
715	5.929070519
716	5.922711378
717	5.918117525
718	5.913320355
719	5.907015248
720	5.902104944
721	5.898497131
722	5.892801261
723	5.8866092
724	5.880441518
725	5.874755986
726	5.868419237
727	5.860956749
728	5.854389713
729	5.849424109
730	5.844219062
731	5.839589174
732	5.834036926
733	5.829427575
734	5.823908726
735	5.818105406
736	5.813506978
737	5.805823586
738	5.800137785
739	5.794202441
740	5.790604276
741	5.785468741
742	5.777909912
743	5.772117625
744	5.765845429
745	5.761670107
746	5.757861023
747	5.753626607
748	5.747240156
749	5.743183963
750	5.736993887
751	5.730219544
752	5.724142608
753	5.718480047
754	5.713743652
755	5.710751164
756	5.705153263
757	5.69814389
758	5.691613485
759	5.684023423
760	5.676698995
761	5.670527688
762	5.665404118
763	5.658293263
764	5.650866626
765	5.648047452
766	5.642182633
767	5.636388606
768	5.631009782
769	5.62381627
770	5.616182729
771	5.609449798
772	5.603574842
773	5.597148946
774	5.590419052
775	5.587256622
776	5.581263514
777	5.577722409
778	5.572465606
779	5.567822457
780	5.561240619
781	5.554942173
782	5.550339411
783	5.543275895
784	5.537532128
785	5.53191954
786	5.525987745
787	5.521247969
788	5.514787983
789	5.511049357
790	5.5053543
791	5.498770985
792	5.493033289
793	5.487107878
794	5.480354481
795	5.473331102
796	5.467479661
797	5.461665457
798	5.454493757
799	5.449123765
800	5.442673798
801	5.437033252
802	5.432605813
803	5.428455972
804	5.42323971
805	5.415611943
806	5.408277003
807	5.402970948
808	5.397988494
809	5.392250704
810	5.383980365
811	5.376066237
812	5.371640923
813	5.367307109
814	5.360595115
815	5.356784627
816	5.351167435
817	5.346083556
818	5.339178677
819	5.334408755
820	5.327943309
821	5.323499727
822	5.317760672
823	5.312783244
824	5.308561888
825	5.30286122
826	5.295676342
827	5.289192971
828	5.281558261
829	5.275398837
830	5.270391595
831	5.265257011
832	5.258663477
833	5.254563275
834	5.24956736
835	5.242966754
836	5.23776918
837	5.23262682
838	5.225925067
839	5.220444522
840	5.214120338
841	5.207119987
842	5.199884971
843	5.195588951
844	5.191265825
845	5.185034674
846	5.180659051
847	5.173559028
848	5.169507899
849	5.163108579
850	5.157953477
851	5.151842076
852	5.144238586
853	5.138319207
854	5.133309821
855	5.126746801
856	5.123287519
857	5.115464646
858	5.108310397
859	5.103583555
860	5.097552676
861	5.092992901
862	5.086444534
863	5.08015308
864	5.075560382
865	5.069978558
866	5.064006563
867	5.057854382
868	5.052289324
869	5.045785449
870	5.040241475
871	5.035527489
872	5.029462342
873	5.02430519
874	5.01754672
875	5.010623598
876	5.004015339
877	4.99949644
878	4.992975858
879	4.985909672
880	4.981212358
881	4.97796912
882	4.973152123
883	4.966856698
884	4.961404447
885	4.958149287
886	4.953382486
887	4.947741519
888	4.943725222
889	4.937293182
890	4.932433091
891	4.92486026
892	4.919638383
893	4.913037095
894	4.906099723
895	4.901099057
896	4.895657787
897	4.891066308
898	4.886464616
899	4.882135318
900	4.875818546
901	4.871178132
902	4.865253286
903	4.860210451
904	4.854502352
905	4.849383008
906	4.843070672
907	4.836982874
908	4.831345905
909	4.82550862
910	4.819071618
911	4.813274337
912	4.806479106
913	4.802308519
914	4.795870565
915	4.789937528
916	4.785077808
917	4.781050699
918	4.774141918
919	4.770766799
920	4.765384532
921	4.759249933
922	4.755070441
923	4.750229072
924	4.744238188
925	4.739182525
926	4.733833561
927	4.727936985
928	4.724642541
929	4.718880277
930	4.714502978
931	4.708523735
932	4.703810501
933	4.699976163
934	4.696044913
935	4.6953698
936	4.689364155
937	4.684279074
938	4.678495943
939	4.672027581
940	4.665610406
941	4.660674937
942	4.654941009
943	4.650760548
944	4.644310515
945	4.639745602
946	4.634482457
947	4.630507415
948	4.62557699
949	4.620995114
950	4.616472872
951	4.610895875
952	4.607112894
953	4.602451086
954	4.59721026
955	4.591028261
956	4.586406862
957	4.580966844
958	4.573882694
959	4.56858416
960	4.56305636
961	4.558525238
962	4.554813048
963	4.549343925
964	4.544422683
965	4.538529036
966	4.533429117
967	4.527891225
968	4.523655492
969	4.519117464
970	4.513345946
971	4.507848928
972	4.50196388
973	4.499258406
974	4.495400557
975	4.48901142
976	4.483390206
977	4.476554554
978	4.473398604
979	4.468142329
980	4.462907268
981	4.457509935
982	4.453117162
983	4.44840753
984	4.44312954
985	4.439360979
986	4.439037352
987	4.433910369
988	4.428642737
989	4.4221687
990	4.417281639
991	4.412736925
992	4.407919413
993	4.402714166
994	4.397304747
995	4.396729497
996	4.392456852
997	4.388725145
998	4.384417902
999	4.378905718
1000	4.374469337
1001	4.371383199
1002	4.366297276
1003	4.362323942
1004	4.357459689
1005	4.353874556
1006	4.348817617
1007	4.344037739
1008	4.338763662
1009	4.333655458
1010	4.329548927
1011	4.325670098
1012	4.319936086
1013	4.315068626
1014	4.310420584
1015	4.306385631
1016	4.302861761
1017	4.298169715
1018	4.293158505
1019	4.289921817
1020	4.28381764
1021	4.279478912
1022	4.275076829
1023	4.270375242
1024	4.264933341
1025	4.259023137
1026	4.258377549
1027	4.253105218
1028	4.248772211
1029	4.244589407
1030	4.242563281
1031	4.237754857
1032	4.231753012
1033	4.228461151
1034	4.227348944
1035	4.224807078
1036	4.221724409
1037	4.217746314
1038	4.213275069
1039	4.208204716
1040	4.204983356
1041	4.199837632
1042	4.195306258
1043	4.190017673
1044	4.185572847
1045	4.18056252
1046	4.17711883
1047	4.17322037
1048	4.169237078
1049	4.164013837
1050	4.159347205
1051	4.155856874
1052	4.152227805
1053	4.148927788
1054	4.144507118
1055	4.139561525
1056	4.13403787
1057	4.128998358
1058	4.124663765
1059	4.119944214
1060	4.116051134
1061	4.111450314
1062	4.107563905
1063	4.102845437
1064	4.098223319
1065	4.094134979
1066	4.089149133
1067	4.0850218
1068	4.079736134
1069	4.074543866
1070	4.070903877
1071	4.066180042
1072	4.061924211
1073	4.057579841
1074	4.053266131
1075	4.047803806
1076	4.043549419
1077	4.038735105
1078	4.035662913
1079	4.03289863
1080	4.028345595
1081	4.024603295
1082	4.019840626
1083	4.015065612
1084	4.011150707
1085	4.006080716
1086	4.001338374
1087	3.995624824
1088	3.991156708
1089	3.987069916
1090	3.984178387
1091	3.979120278
1092	3.97876775
1093	3.974518464
1094	3.970546453
1095	3.967644459
1096	3.967335191
1097	3.964191685
1098	3.963763806
1099	3.958216294
1100	3.957014155
1101	3.952797199
1102	3.947535286
1103	3.942994454
1104	3.937991949
1105	3.932849694
1106	3.928226108
1107	3.924273508
1108	3.919845119
1109	3.915503819
1110	3.910645941
1111	3.90680757
1112	3.903489691
1113	3.899301516
1114	3.895443428
1115	3.89057953
1116	3.885858628
1117	3.885512775
1118	3.881580696
1119	3.877251353
1120	3.873719683
1121	3.869740207
1122	3.863718801
1123	3.860893042
1124	3.856262583
1125	3.851970826
1126	3.847825351
1127	3.84744092
1128	3.84299955
1129	3.839190271
1130	3.83656598
1131	3.832663532
1132	3.829956734
1133	3.825721537
1134	3.822302893
1135	3.81799894
1136	3.813728175
1137	3.808529832
1138	3.803774302
1139	3.799943699
1140	3.794783792
1141	3.790321217
1142	3.786286177
1143	3.781123579
1144	3.777285515
1145	3.773550892
1146	3.769074091
1147	3.764105025
1148	3.761621676
1149	3.75973675
1150	3.75557515
1151	3.750285279
1152	3.745828889
1153	3.740788891
1154	3.73603548
1155	3.731711412
1156	3.728827245
1157	3.724668985
1158	3.719999318
1159	3.716920512
1160	3.712571882
1161	3.70739114
1162	3.703605869
1163	3.701836676
1164	3.700572215
1165	3.695861523
1166	3.691661548
1167	3.687565489
1168	3.6827401
1169	3.678273833
1170	3.673901734
1171	3.670126936
1172	3.666905903
1173	3.662501473
1174	3.658410583
1175	3.653933468
1176	3.650313686
1177	3.645684458
1178	3.64447861
1179	3.639284575
1180	3.635922843
1181	3.635399197
1182	3.630451768
1183	3.63016789
1184	3.62781902
1185	3.624384848
1186	3.622963736
1187	3.61967278
1188	3.615829014
1189	3.613108305
1190	3.608691849
1191	3.604791908
1192	3.600143394
1193	3.596343044
1194	3.593479656
1195	3.592607999
1196	3.589394118
1197	3.585204668
1198	3.584626043
1199	3.580282227
1200	3.576772052
1201	3.572531522
1202	3.568754563
1203	3.564016391
1204	3.562594614
1205	3.560013223
1206	3.559010698
1207	3.555717534
1208	3.55131724
1209	3.547102169
1210	3.542733264
1211	3.539577373
1212	3.538608825
1213	3.538072195
1214	3.534205414
1215	3.53029411
1216	3.526471273
1217	3.521443347
1218	3.517370292
1219	3.512519987
1220	3.507231787
1221	3.505931296
1222	3.502534439
1223	3.499982253
1224	3.495751814
1225	3.492142601
1226	3.489043042
1227	3.486462281
1228	3.484163252
1229	3.479253868
1230	3.47653819
1231	3.47376721
1232	3.469804057
1233	3.466757087
1234	3.462683795
1235	3.460141301
1236	3.459790856
1237	3.456466245
1238	3.452680875
1239	3.448704198
1240	3.445171947
1241	3.442730011
1242	3.442392595
1243	3.438528149
1244	3.436358603
1245	3.431961551
1246	3.428809342
1247	3.424721522
1248	3.420339512
1249	3.416887015
1250	3.414138551
1251	3.410188103
1252	3.408519289
1253	3.405887471
1254	3.403136699
1255	3.402622943
1256	3.397750547
1257	3.394372306
1258	3.393204018
1259	3.389834063
1260	3.385645874
1261	3.38149796
1262	3.38009092
1263	3.377189657
1264	3.372681228
1265	3.368688968
1266	3.366184297
1267	3.363337868
1268	3.360562283
1269	3.35767645
1270	3.353995787
1271	3.349619744
1272	3.345065996
1273	3.340910457
1274	3.338331304
1275	3.333804996
1276	3.330284184
1277	3.327742841
1278	3.327459109
1279	3.325232009
1280	3.322936532
1281	3.319855621
1282	3.316649519
1283	3.31249706
1284	3.308200637
1285	3.304528412
1286	3.303747269
1287	3.301303787
1288	3.298594174
1289	3.293901411
1290	3.290070276
1291	3.287278459
1292	3.283824256
1293	3.281511414
1294	3.278509462
1295	3.27701974
1296	3.273557749
1297	3.268858533
1298	3.264508419
1299	3.261160953
1300	3.258496804
1301	3.25568644
1302	3.252734308
1303	3.248904978
1304	3.24507283
1305	3.242530457
1306	3.23891771
1307	3.236129082
1308	3.2349626
1309	3.230426801
1310	3.226838532
1311	3.224535322
1312	3.222319324
1313	3.220898189
1314	3.220241342
1315	3.21751694
1316	3.214084918
1317	3.210231739
1318	3.20603217
1319	3.203676654
1320	3.200490828
1321	3.197335216
1322	3.194068506
1323	3.190877828
1324	3.187169174
1325	3.184204876
1326	3.180361999
1327	3.177256389
1328	3.174500468
1329	3.172009163
1330	3.167542901
1331	3.164621724
1332	3.160932777
1333	3.160028882
1334	3.159674098
1335	3.156866286
1336	3.153096299
1337	3.150245329
1338	3.148041648
1339	3.144238263
1340	3.141131242
1341	3.137271358
1342	3.136882505
1343	3.13320443
1344	3.131509367
1345	3.128133336
1346	3.124579739
1347	3.121387413
1348	3.118467508
1349	3.115511511
1350	3.114033517
1351	3.11145564
1352	3.107764846
1353	3.103825768
1354	3.099792377
1355	3.096076299
1356	3.094035304
1357	3.090846592
1358	3.087889345
1359	3.087168391
1360	3.084544405
1361	3.081493776
1362	3.078209079
1363	3.075126354
1364	3.073488749
1365	3.07001158
1366	3.066418208
1367	3.063854718
1368	3.060941015
1369	3.057062916
1370	3.055281896
1371	3.051277281
1372	3.047989196
1373	3.044855327
1374	3.04406294
1375	3.043819079
1376	3.039874248
1377	3.036581324
1378	3.036061457
1379	3.034339758
1380	3.03105483
1381	3.027623772
1382	3.024431845
1383	3.020494422
1384	3.016540605
1385	3.016243043
1386	3.01429896
1387	3.012755963
1388	3.012104262
1389	3.010186377
1390	3.006195852
1391	3.003237732
1392	2.999200521
1393	2.998876218
1394	2.99610154
1395	2.993153331
1396	2.991143069
1397	2.988272555
1398	2.985212821
1399	2.983336495
1400	2.979483297
1401	2.977475688
1402	2.974480259
1403	2.970208907
1404	2.969918137
1405	2.96792402
1406	2.964597242
1407	2.961717966
1408	2.958589191
1409	2.955759797
1410	2.95244417
1411	2.949586587
1412	2.94579424
1413	2.943803725
1414	2.939580854
1415	2.936856068
1416	2.933053583
1417	2.928922092
1418	2.92579298
1419	2.92232898
1420	2.92042719
1421	2.917585627
1422	2.917364592
1423	2.914093641
1424	2.911103405
1425	2.907526947
1426	2.906239245
1427	2.903504456
1428	2.898669825
1429	2.89452907
1430	2.89054316
1431	2.889054026
1432	2.8872272
1433	2.883830575
1434	2.880868552
1435	2.877731875
1436	2.874037123
1437	2.87172445
1438	2.869287088
1439	2.866277068
1440	2.864913214
1441	2.862156369
1442	2.859971553
1443	2.857646741
1444	2.856711371
1445	2.853146713
1446	2.85052087
1447	2.848221699
1448	2.845060973
1449	2.84344088
1450	2.839384227
1451	2.83554593
1452	2.833630183
1453	2.830950755
1454	2.828492964
1455	2.824853438
1456	2.821761487
1457	2.818698101
1458	2.816068638
1459	2.81409861
1460	2.81110341
1461	2.809292192
1462	2.806674282
1463	2.803683302
1464	2.800391388
1465	2.798056889
1466	2.794524265
1467	2.791632899
1468	2.788533717
1469	2.785977928
1470	2.784472317
1471	2.781695078
1472	2.779363066
1473	2.776371606
1474	2.773799589
1475	2.772514432
1476	2.769689612
1477	2.769194179
1478	2.768541379
1479	2.765261538
1480	2.76228019
1481	2.760018033
1482	2.756377998
1483	2.75270037
1484	2.750134211
1485	2.746515733
1486	2.744699267
1487	2.741665384
1488	2.738945092
1489	2.736400884
1490	2.734842016
1491	2.731562604
1492	2.730520469
1493	2.72869891
1494	2.728457008
1495	2.725459745
1496	2.723087508
1497	2.720007787
1498	2.717847161
1499	2.714188264
1500	2.711750183
1501	2.709378723
1502	2.706268374
1503	2.702837594
1504	2.69942079
1505	2.697103648
1506	2.695352538
1507	2.693680051
1508	2.691469625
1509	2.688928508
1510	2.685428561
1511	2.683807234
1512	2.681032945
1513	2.678538893
1514	2.67583463
1515	2.673268014
1516	2.671099016
1517	2.670349775
1518	2.668487824
1519	2.664975832
1520	2.661603537
1521	2.659711037
1522	2.656676776
1523	2.654105767
1524	2.651645639
1525	2.649317766
1526	2.646612902
1527	2.644997288
1528	2.641672034
1529	2.639084938
1530	2.635745697
1531	2.633238192
1532	2.631424394
1533	2.62907763
1534	2.626948288
1535	2.625730793
1536	2.622413239
1537	2.620266752
1538	2.61888366
1539	2.616008456
1540	2.613786378
1541	2.610759809
1542	2.606921288
1543	2.603930678
1544	2.600596925
1545	2.597830874
1546	2.594848261
1547	2.592098265
1548	2.591597981
1549	2.591238858
1550	2.591047412
1551	2.586975286
1552	2.584842798
1553	2.583077342
1554	2.580384694
1555	2.577441322
1556	2.573864567
1557	2.57346914
1558	2.571932513
1559	2.569300845
1560	2.566532759
1561	2.566027953
1562	2.563639875
1563	2.561047588
1564	2.560732597
1565	2.558876354
1566	2.557389069
1567	2.554672841
1568	2.551825231
1569	2.549411749
1570	2.546054049
1571	2.544034983
1572	2.542755889
1573	2.541499737
1574	2.538569971
1575	2.536633224
1576	2.53601503
1577	2.535411636
1578	2.532667661
1579	2.529360288
1580	2.529056602
1581	2.526005606
1582	2.522150872
1583	2.519736844
1584	2.516885015
1585	2.516337584
1586	2.513025238
1587	2.510611032
1588	2.508307238
1589	2.508191424
1590	2.505528926
1591	2.502070783
1592	2.499554418
1593	2.497125875
1594	2.496373618
1595	2.493956255
1596	2.492508304
1597	2.489653561
1598	2.486831019
1599	2.48485721
1600	2.482182078
1601	2.479433322
1602	2.476843696
1603	2.475136297
1604	2.473174173
1605	2.469837611
1606	2.467126721
1607	2.466618183
1608	2.464750442
1609	2.462506602
1610	2.460775129
1611	2.458259399
1612	2.456612883
1613	2.456311423
1614	2.452928442
1615	2.451562542
1616	2.450314038
1617	2.448981017
1618	2.447627519
1619	2.44541946
1620	2.442889601
1621	2.440036125
1622	2.439923441
1623	2.437431978
1624	2.434313756
1625	2.431652219
1626	2.429414705
1627	2.426211753
1628	2.423031999
1629	2.420226336
1630	2.420031226
1631	2.417555037
1632	2.415675317
1633	2.415525173
1634	2.413244613
1635	2.41018601
1636	2.407450029
1637	2.405588686
1638	2.403869648
1639	2.400839501
1640	2.398552174
1641	2.396504552
1642	2.394764646
1643	2.393551548
1644	2.391840299
1645	2.389076563
1646	2.388702356
1647	2.386220218
1648	2.384478919
1649	2.383704658
1650	2.381108061
1651	2.380945981
1652	2.379454726
1653	2.377021611
1654	2.373934673
1655	2.371574855
1656	2.368781807
1657	2.367546951
1658	2.365624631
1659	2.363509119
1660	2.361720975
1661	2.359233106
1662	2.356947406
1663	2.356367913
