iter	Logloss
0	0.665428121
1	0.6369886633
2	0.6113910965
3	0.5872709686
4	0.5648822283
5	0.5415990689
6	0.518520134
7	0.4995020732
8	0.4783478791
9	0.4615133276
10	0.4439804295
11	0.4248551413
12	0.4069183063
13	0.3900360328
14	0.3745752787
15	0.3607954569
16	0.3474866279
17	0.3327384977
18	0.3193965781
19	0.3073109306
20	0.2945314896
21	0.2827600195
22	0.2717199551
23	0.2615890529
24	0.251292995
25	0.241754282
26	0.232517057
27	0.2242570645
28	0.2155829828
29	0.2076790306
30	0.199538429
31	0.1922555973
32	0.1846645651
33	0.1780639441
34	0.1716482055
35	0.1652375695
36	0.1592965891
37	0.1541829306
38	0.1484039249
39	0.1427593096
40	0.1379488933
41	0.1332169968
42	0.1288598559
43	0.1242299132
44	0.1202335466
45	0.1166133547
46	0.112909398
47	0.109353434
48	0.1060651412
49	0.1030491779
50	0.09964594035
51	0.09629293681
52	0.0933527766
53	0.09043990248
54	0.08773549507
55	0.08547232168
56	0.0828989593
57	0.0803450253
58	0.0779829609
59	0.07572661613
60	0.07353725512
61	0.07153393384
62	0.06940655366
63	0.0675210768
64	0.06570885119
65	0.06386748166
66	0.06211735365
67	0.06041119736
68	0.05877365528
69	0.05713923192
70	0.0557625734
71	0.05441992004
72	0.05304115927
73	0.05179159364
74	0.05058186205
75	0.04938583575
76	0.04819424719
77	0.04704503441
78	0.04598400217
79	0.04487508654
80	0.04387777124
81	0.04293786103
82	0.04203335193
83	0.04109501616
84	0.04021286538
85	0.03938928923
86	0.03858696675
87	0.03783848457
88	0.03707620819
89	0.03635207025
90	0.03568177454
91	0.03503756228
92	0.03438705645
93	0.03372330935
94	0.03315574676
95	0.03258444843
96	0.0320220203
97	0.03147676016
98	0.03090376121
99	0.03037587511
100	0.02988182127
101	0.02938665055
102	0.02891279784
103	0.02845362816
104	0.02801930412
105	0.02759758148
106	0.02719391229
107	0.02680284657
108	0.02642381159
109	0.02607872319
110	0.02573227956
111	0.02537633152
112	0.02503551471
113	0.02470857937
114	0.02439599888
115	0.02409765348
116	0.02382029133
117	0.02352773852
118	0.02324499582
119	0.02296387436
120	0.02270803996
121	0.02242734151
122	0.02217799547
123	0.0219503102
124	0.02172762665
125	0.02151616781
126	0.02131048113
127	0.02109650728
128	0.0208982254
129	0.02070217855
130	0.02051894642
131	0.02033483442
132	0.02014150827
133	0.01995738366
134	0.01978292101
135	0.01961414025
136	0.01945941509
137	0.01930025882
138	0.01915242834
139	0.01900270089
140	0.01886381016
141	0.01871121247
142	0.01856461473
143	0.01842384938
144	0.01829209278
145	0.01816050057
146	0.01804288208
147	0.01791825292
148	0.01780085879
149	0.01768363707
150	0.01757062326
151	0.01745513092
152	0.01735506323
153	0.01724693237
154	0.01714659897
155	0.01704872081
156	0.01694338958
157	0.01685402492
158	0.01675610455
159	0.01667497863
160	0.01658353511
161	0.01650515514
162	0.01642717283
163	0.01634468149
164	0.01626542398
165	0.0161867445
166	0.01610549263
167	0.01602778226
168	0.01595662419
169	0.01588902459
170	0.01581454894
171	0.01575549012
172	0.01569172486
173	0.01562995565
174	0.0155652919
175	0.01550863249
176	0.01545157654
177	0.01539300127
178	0.01533019694
179	0.0152805529
180	0.01523102631
181	0.01518540991
182	0.01513579406
183	0.01508754896
184	0.01504062318
185	0.01499469724
186	0.01494905193
187	0.01490619316
188	0.01485946256
189	0.01481480301
190	0.01477451823
191	0.01473368073
192	0.01469536374
193	0.01465962087
194	0.01462082382
195	0.0145833183
196	0.0145491726
197	0.0145117547
198	0.01447175656
199	0.0144403788
200	0.01440132657
201	0.01436739498
202	0.01433710543
203	0.01430312267
204	0.014272991
205	0.01424178519
206	0.01420833509
207	0.01417919256
208	0.01414473872
209	0.01411686301
210	0.01409304479
211	0.01406760613
212	0.01403743535
213	0.01401024454
214	0.01398728557
215	0.01396247773
216	0.01393868098
217	0.01391782426
218	0.01389421399
219	0.0138719541
220	0.013846134
221	0.01382574802
222	0.01380323661
223	0.01378287019
224	0.01376109354
225	0.01374018699
226	0.01371966363
227	0.01370161374
228	0.01368420387
229	0.0136664291
230	0.01364842457
231	0.01362971311
232	0.01361171882
233	0.01359457106
234	0.01357853426
235	0.01356057483
236	0.01354563988
237	0.01352863797
238	0.01351308558
239	0.01349788749
240	0.01348387135
241	0.0134716411
242	0.01345615348
243	0.01344250128
244	0.01343087663
245	0.01341688658
246	0.01340267253
247	0.0133907088
248	0.01337791546
249	0.01336728007
250	0.01335512419
251	0.01334221493
252	0.01333230986
253	0.01332196542
254	0.01331240041
255	0.01330272423
256	0.01329136327
257	0.01327820127
258	0.01326814686
259	0.0132548058
260	0.01324589299
261	0.01323902863
262	0.01323002963
263	0.01322041062
264	0.01320731993
265	0.01319782784
266	0.01318701985
267	0.01317730786
268	0.01316778536
269	0.0131569146
270	0.01314836833
271	0.01314005681
272	0.01313266848
273	0.01312367836
274	0.0131157483
275	0.01310894498
276	0.0131000343
277	0.0130921581
278	0.01308635218
