iter	Passed	Remaining
245	5747	17615
246	5768	17584
247	5790	17559
248	5812	17529
249	5833	17500
250	5858	17480
251	5878	17449
252	5900	17422
253	5920	17388
254	5945	17369
255	5971	17353
256	5992	17325
257	6013	17293
258	6033	17260
259	6060	17248
260	6083	17223
261	6103	17193
262	6123	17160
263	6145	17131
264	6166	17102
265	6188	17077
266	6208	17045
267	6231	17019
268	6252	16992
269	6274	16964
270	6295	16934
271	6315	16903
272	6335	16872
273	6356	16842
274	6383	16827
275	6411	16818
276	6432	16788
277	6456	16768
278	6477	16739
279	6505	16729
280	6529	16706
281	6550	16677
282	6570	16646
283	6591	16617
284	6612	16590
285	6641	16580
286	6668	16566
287	6696	16555
288	6720	16535
289	6744	16511
290	6768	16489
291	6787	16456
292	6812	16437
293	6835	16415
294	6859	16394
295	6883	16370
296	6904	16343
297	6925	16313
298	6951	16296
299	6974	16274
300	7000	16256
301	7025	16237
302	7048	16213
303	7070	16188
304	7092	16160
305	7112	16130
306	7133	16102
307	7155	16077
308	7179	16054
309	7200	16026
310	7220	15995
311	7243	15972
312	7266	15949
313	7288	15922
314	7309	15894
315	7331	15868
316	7355	15847
317	7383	15834
318	7406	15810
319	7430	15789
320	7458	15776
321	7480	15751
322	7506	15734
323	7527	15705
324	7549	15679
325	7571	15653
326	7598	15639
327	7622	15615
328	7642	15587
329	7664	15560
330	7684	15531
331	7704	15502
332	7729	15483
333	7750	15453
334	7771	15427
335	7791	15398
336	7816	15377
337	7836	15348
338	7859	15324
339	7881	15298
340	7903	15274
341	7924	15245
342	7944	15217
343	7965	15190
344	7996	15180
345	8023	15166
346	8050	15149
347	8075	15130
348	8096	15103
349	8117	15076
350	8138	15047
351	8159	15020
352	8181	14995
353	8203	14970
354	8224	14942
355	8244	14914
356	8266	14889
357	8291	14869
358	8312	14842
359	8333	14814
360	8356	14790
361	8377	14764
362	8403	14747
363	8425	14721
364	8451	14704
365	8479	14687
366	8504	14668
367	8524	14640
368	8550	14621
369	8575	14600
370	8599	14579
371	8624	14558
372	8647	14536
373	8673	14517
374	8698	14497
375	8727	14483
376	8754	14467
377	8783	14452
378	8811	14437
379	8835	14415
380	8860	14395
381	8885	14375
382	8912	14357
383	8936	14335
384	8959	14311
385	8985	14293
386	9014	14279
387	9043	14265
388	9071	14249
389	9095	14225
390	9118	14201
391	9141	14179
392	9169	14162
393	9198	14148
394	9227	14132
395	9253	14113
396	9279	14094
397	9309	14080
398	9333	14058
399	9354	14032
400	9374	14003
401	9394	13975
402	9416	13949
403	9440	13927
404	9464	13904
405	9486	13879
406	9513	13861
407	9540	13843
408	9561	13816
409	9584	13791
410	9604	13764
411	9624	13736
412	9646	13711
413	9666	13683
414	9687	13655
415	9709	13631
416	9734	13609
417	9759	13589
418	9780	13561
419	9800	13534
420	9821	13507
421	9841	13480
422	9862	13453
423	9887	13432
424	9908	13405
425	9930	13381
426	9953	13357
427	9981	13339
428	10005	13317
429	10026	13291
430	10047	13264
431	10069	13240
432	10093	13216
433	10114	13190
434	10136	13166
435	10157	13139
436	10178	13113
437	10199	13087
438	10219	13059
439	10241	13034
440	10267	13014
441	10288	12988
442	10309	12961
443	10329	12935
444	10350	12908
445	10374	12887
446	10399	12865
447	10420	12839
448	10441	12813
449	10461	12786
450	10482	12759
451	10502	12733
452	10523	12706
453	10542	12679
454	10563	12653
455	10586	12629
456	10607	12603
457	10627	12576
458	10649	12551
459	10669	12524
460	10690	12499
461	10711	12473
462	10737	12453
463	10761	12431
464	10783	12406
465	10803	12379
466	10823	12352
467	10845	12328
468	10868	12304
469	10889	12279
470	10915	12259
471	10941	12239
472	10963	12215
473	10986	12192
474	11008	12167
475	11030	12142
476	11052	12117
477	11073	12092
478	11093	12066
479	11113	12039
480	11132	12012
481	11152	11985
482	11173	11960
483	11199	11939
484	11220	11915
485	11245	11893
486	11266	11868
487	11288	11843
488	11307	11816
489	11329	11791
490	11354	11770
491	11381	11751
492	11406	11730
493	11432	11709
494	11457	11689
495	11478	11663
496	11499	11638
497	11518	11611
498	11539	11585
499	11560	11560
500	11581	11535
501	11603	11510
502	11624	11485
503	11643	11459
504	11666	11435
505	11689	11412
506	11710	11387
507	11730	11361
508	11752	11336
509	11776	11314
510	11802	11294
511	11823	11269
512	11844	11244
513	11864	11218
514	11884	11192
515	11904	11166
516	11926	11141
517	11947	11116
518	11969	11093
519	11990	11068
520	12016	11047
521	12037	11023
522	12065	11004
523	12094	10986
524	12117	10963
525	12139	10939
526	12159	10913
527	12185	10893
528	12207	10868
529	12227	10843
530	12248	10818
531	12268	10792
532	12289	10767
533	12311	10744
534	12335	10721
535	12358	10698
536	12380	10674
537	12401	10649
538	12422	10625
539	12442	10599
540	12465	10576
541	12487	10552
542	12508	10527
543	12531	10504
544	12556	10482
545	12577	10458
546	12598	10433
547	12623	10412
548	12648	10390
549	12676	10371
550	12699	10348
551	12724	10327
552	12753	10309
553	12779	10288
554	12803	10265
555	12827	10243
556	12858	10226
557	12882	10204
558	12907	10182
559	12930	10159
560	12951	10135
561	12974	10111
562	12998	10089
563	13024	10068
564	13050	10047
565	13077	10027
566	13106	10008
567	13133	9988
568	13157	9966
569	13180	9942
570	13203	9919
571	13237	9904
572	13265	9885
573	13290	9863
574	13323	9847
575	13347	9825
576	13368	9800
577	13393	9778
578	13421	9758
579	13442	9734
580	13462	9708
581	13482	9683
582	13504	9658
583	13524	9633
584	13545	9608
585	13568	9586
586	13590	9561
587	13610	9536
588	13631	9512
589	13651	9486
590	13672	9461
591	13695	9438
592	13714	9413
593	13735	9388
594	13761	9366
595	13787	9345
596	13813	9324
597	13836	9301
598	13857	9276
599	13876	9251
600	13896	9225
601	13917	9201
602	13937	9176
603	13959	9152
604	13980	9127
605	14006	9106
606	14029	9083
607	14051	9059
608	14072	9035
609	14095	9012
610	14122	8991
611	14145	8967
612	14165	8943
613	14186	8918
614	14210	8896
615	14231	8871
616	14252	8847
617	14275	8824
618	14296	8799
619	14316	8774
620	14339	8751
621	14361	8727
622	14383	8703
623	14406	8680
624	14428	8656
625	14452	8634
626	14477	8612
627	14497	8587
628	14517	8562
629	14538	8538
630	14560	8514
631	14580	8489
632	14600	8464
633	14628	8444
634	14661	8427
635	14682	8402
636	14702	8378
637	14722	8353
638	14745	8330
639	14768	8307
640	14789	8283
641	14809	8258
642	14830	8234
643	14852	8210
644	14873	8186
645	14893	8161
646	14913	8136
647	14941	8116
648	14961	8091
649	14983	8067
650	15017	8050
651	15039	8027
652	15060	8003
653	15089	7983
654	15112	7960
655	15133	7936
656	15153	7911
657	15173	7886
658	15193	7861
659	15214	7837
660	15235	7813
661	15254	7788
662	15275	7764
663	15301	7742
664	15325	7720
665	15346	7696
666	15371	7674
667	15395	7651
668	15416	7627
669	15442	7605
670	15463	7581
671	15485	7558
672	15507	7534
673	15528	7510
674	15550	7487
675	15576	7465
676	15598	7441
677	15624	7420
678	15644	7396
679	15665	7371
680	15689	7349
681	15710	7325
682	15730	7300
683	15757	7279
684	15778	7255
685	15802	7233
686	15824	7209
687	15844	7185
688	15864	7160
689	15885	7136
690	15906	7113
691	15928	7089
692	15955	7068
693	15974	7043
694	15994	7019
695	16017	6996
696	16044	6975
697	16065	6951
698	16087	6927
699	16107	6903
700	16129	6879
701	16150	6855
702	16170	6831
703	16190	6807
704	16210	6783
705	16230	6759
706	16251	6735
707	16271	6711
708	16298	6689
709	16324	6667
710	16350	6645
711	16374	6623
712	16395	6599
713	16417	6576
714	16448	6556
715	16472	6533
716	16495	6510
717	16519	6488
718	16540	6464
719	16559	6439
720	16580	6415
721	16607	6394
722	16632	6372
723	16655	6349
724	16680	6327
725	16704	6304
726	16735	6284
727	16761	6262
728	16785	6240
729	16812	6218
730	16836	6195
731	16860	6172
732	16885	6150
733	16910	6128
734	16936	6106
735	16958	6082
736	16984	6060
737	17006	6037
738	17030	6014
739	17060	5994
740	17090	5973
741	17115	5951
742	17137	5927
743	17163	5905
744	17185	5882
745	17211	5860
746	17236	5837
747	17260	5815
748	17285	5792
749	17309	5769
750	17332	5746
751	17356	5723
752	17377	5700
753	17400	5676
754	17421	5653
755	17441	5629
756	17462	5605
757	17483	5581
758	17504	5557
759	17526	5534
760	17551	5512
761	17575	5489
762	17596	5465
763	17619	5442
764	17639	5418
765	17660	5395
766	17683	5371
767	17702	5347
768	17724	5324
769	17745	5300
770	17767	5277
771	17796	5255
772	17822	5233
773	17844	5210
774	17864	5186
775	17884	5162
776	17904	5138
777	17931	5116
778	17952	5093
779	17974	5069
780	17998	5046
781	18021	5023
782	18046	5001
783	18068	4978
784	18096	4956
785	18123	4934
786	18144	4910
787	18164	4886
788	18186	4863
789	18208	4840
790	18229	4816
791	18250	4793
792	18272	4769
793	18299	4747
794	18320	4724
795	18344	4701
796	18363	4677
797	18384	4653
798	18405	4630
799	18429	4607
800	18451	4583
801	18479	4562
802	18500	4538
803	18522	4515
804	18542	4491
805	18562	4467
806	18582	4444
807	18607	4421
808	18626	4397
809	18646	4373
810	18666	4350
811	18688	4326
812	18710	4303
813	18731	4280
814	18752	4256
815	18772	4233
816	18800	4211
817	18820	4187
818	18842	4164
819	18864	4141
820	18888	4118
821	18909	4094
822	18930	4071
823	18950	4047
824	18971	4024
825	18993	4000
826	19017	3978
827	19041	3955
828	19064	3932
829	19085	3908
830	19108	3886
831	19131	3863
832	19151	3839
833	19175	3816
834	19203	3794
835	19227	3771
836	19251	3749
837	19273	3725
838	19293	3702
839	19317	3679
840	19345	3657
841	19371	3635
842	19394	3611
843	19417	3589
844	19439	3565
845	19461	3542
846	19481	3519
847	19500	3495
848	19521	3472
849	19543	3448
850	19564	3425
851	19584	3402
852	19606	3378
853	19628	3355
854	19649	3332
855	19674	3309
856	19694	3286
857	19713	3262
858	19734	3239
859	19756	3216
860	19776	3192
861	19796	3169
862	19818	3146
863	19839	3122
864	19859	3099
865	19881	3076
866	19901	3052
867	19922	3029
868	19944	3006
869	19970	2984
870	19993	2961
871	20013	2937
872	20033	2914
873	20055	2891
874	20083	2869
875	20109	2846
876	20131	2823
877	20155	2800
878	20179	2777
879	20203	2754
880	20227	2732
881	20247	2708
882	20271	2686
883	20300	2663
884	20326	2641
885	20351	2618
886	20377	2596
887	20399	2572
888	20420	2549
889	20445	2526
890	20469	2504
891	20489	2480
892	20512	2457
893	20536	2435
894	20561	2412
895	20586	2389
896	20612	2366
897	20637	2344
898	20662	2321
899	20688	2298
900	20714	2276
901	20741	2253
902	20765	2230
903	20790	2207
904	20813	2184
905	20835	2161
906	20859	2138
907	20890	2116
908	20913	2093
909	20942	2071
910	20966	2048
911	20988	2025
912	21014	2002
913	21037	1979
914	21058	1956
915	21084	1933
916	21115	1911
917	21142	1888
918	21165	1865
919	21189	1842
920	21217	1819
921	21237	1796
922	21258	1773
923	21279	1750
924	21300	1727
925	21326	1704
926	21352	1681
927	21377	1658
928	21399	1635
929	21420	1612
930	21443	1589
931	21467	1566
932	21488	1543
933	21509	1519
934	21529	1496
935	21548	1473
936	21568	1450
937	21588	1426
938	21609	1403
939	21631	1380
940	21655	1357
941	21677	1334
942	21696	1311
943	21718	1288
944	21739	1265
945	21759	1242
946	21786	1219
947	21807	1196
948	21828	1173
949	21852	1150
950	21872	1126
951	21894	1103
952	21920	1081
953	21941	1057
954	21962	1034
955	21982	1011
956	22002	988
957	22022	965
958	22043	942
959	22063	919
960	22087	896
961	22108	873
962	22135	850
963	22162	827
964	22185	804
965	22211	781
966	22233	758
967	22253	735
968	22278	712
969	22300	689
970	22321	666
971	22344	643
972	22365	620
973	22386	597
974	22408	574
975	22428	551
976	22450	528
977	22474	505
978	22497	482
979	22524	459
980	22548	436
981	22570	413
982	22591	390
983	22612	367
984	22633	344
985	22655	321
986	22676	298
987	22706	275
988	22727	252
989	22749	229
990	22771	206
991	22793	183
992	22817	160
993	22837	137
994	22859	114
995	22886	91
996	22909	68
997	22931	45
998	22953	22
999	22974	0
